directorio,secuencia_p,orden,formal,estrato1,sex,age,fweight,maxeduclevel,y_salary_m_hu,y_total_m,p6585s1,p6585s2,p6585s3,p6585s4
4593487,1,1,1.0,5.0,1.0,62.0,205.0,7.0,38888.890625,8e+06,0,0,0,0
4593488,1,2,1.0,3.0,1.0,30.0,243.0,6.0,5515.1513671875,1941000,1,0,0,0
4593489,1,1,1.0,1.0,1.0,26.0,255.0,6.0,4666.66650390625,960000,0,1,0,0
4593490,1,1,1.0,1.0,1.0,27.0,222.0,6.0,3958.33325195312,1100711,1,1,0,0
4593490,1,2,1.0,1.0,0.0,24.0,222.0,6.0,4083.33325195312,1098211,0,1,0,0
4593491,1,2,1.0,5.0,0.0,47.0,184.0,7.0,46666.66796875,8e+06,0,0,0,0
4593492,1,1,1.0,3.0,1.0,49.0,389.0,7.0,8333.3330078125,2126666.75,0,0,1,0
4593492,1,5,1.0,3.0,0.0,36.0,389.0,7.0,8750.0,1500000,0,1,0,0
4593496,1,1,1.0,2.0,1.0,59.0,172.0,5.0,7354.861328125,1639083.375,0,0,0,0
4593497,1,1,1.0,2.0,1.0,56.0,261.0,6.0,5590.27783203125,1150000,0,1,0,0
4593498,1,1,1.0,2.0,1.0,52.0,243.0,6.0,4375.0,1013333.3125,0,1,0,0
4593498,1,2,1.0,2.0,0.0,47.0,243.0,5.0,3888.88891601562,833333.3125,0,1,0,0
4593499,1,2,1.0,2.0,0.0,34.0,243.0,7.0,8750.0,2085166.75,0,0,1,0
4593500,1,2,1.0,3.0,0.0,22.0,224.0,7.0,5833.33349609375,1500000,0,1,0,0
4593500,1,3,0.0,3.0,1.0,32.0,224.0,4.0,1944.44445800781,9e+05,0,0,0,0
4593505,1,2,1.0,5.0,0.0,54.0,217.0,7.0,70000.0,1.3e+07,0,0,0,0
4593506,1,1,0.0,2.0,0.0,51.0,246.0,6.0,2916.66674804688,4e+05,0,0,0,0
4593506,1,2,1.0,2.0,1.0,32.0,246.0,7.0,12833.3330078125,2383333.25,0,0,0,0
4593508,1,1,1.0,5.0,1.0,39.0,246.0,7.0,35897.4375,8e+06,0,0,0,0
4593508,1,2,1.0,5.0,0.0,35.0,246.0,7.0,17051.28125,3800000,0,0,0,0
4593511,1,1,1.0,2.0,0.0,39.0,243.0,6.0,3888.88891601562,833333.3125,0,1,0,0
4593511,1,2,1.0,2.0,1.0,19.0,243.0,7.0,3888.88891601562,833333.3125,0,1,0,0
4593512,1,1,1.0,1.0,1.0,41.0,210.0,3.0,4375.0,1084877.625,0,1,1,0
4593513,1,1,1.0,1.0,1.0,51.0,184.0,4.0,3797.7041015625,930929.4375,0,1,0,0
4593513,1,3,1.0,1.0,0.0,20.0,184.0,6.0,3797.7041015625,930929.4375,0,1,0,0
4593514,1,2,1.0,1.0,0.0,52.0,246.0,6.0,3797.7041015625,931953,0,1,0,0
4593517,1,2,1.0,5.0,1.0,58.0,148.0,7.0,11666.6669921875,1079166.625,0,0,0,0
4593518,1,1,1.0,2.0,1.0,33.0,368.0,6.0,11666.6669921875,2798333.25,0,0,1,0
4593518,1,2,1.0,2.0,0.0,33.0,368.0,6.0,3797.7041015625,930929.4375,0,1,0,0
4593519,1,2,1.0,1.0,1.0,28.0,290.0,3.0,3797.7041015625,930929.4375,0,1,0,0
4593520,1,1,1.0,2.0,0.0,36.0,212.0,7.0,8750.0,1592500,0,0,1,0
4593520,1,2,1.0,2.0,1.0,40.0,212.0,6.0,3645.7958984375,921119.6875,0,1,0,0
4593521,1,1,1.0,1.0,1.0,45.0,251.0,3.0,3797.7041015625,1181953,0,1,0,0
4593521,1,3,1.0,1.0,1.0,28.0,251.0,6.0,3797.7041015625,931953,0,1,0,0
4593521,1,4,0.0,1.0,1.0,21.0,251.0,7.0,4783.33349609375,908211,0,1,0,0
4593522,1,1,1.0,3.0,0.0,28.0,325.0,7.0,9722.22265625,2366666.75,0,0,0,0
4593522,1,4,1.0,3.0,1.0,37.0,325.0,6.0,5833.33349609375,1588211,0,1,0,0
4593523,1,2,1.0,1.0,1.0,22.0,288.0,3.0,3797.7041015625,869453,0,1,0,0
4593523,1,3,1.0,1.0,0.0,19.0,288.0,6.0,3797.7431640625,898461,0,1,1,0
4593524,1,1,1.0,3.0,0.0,22.0,222.0,6.0,3888.88891601562,8e+05,0,1,0,0
4593524,1,2,1.0,3.0,1.0,41.0,222.0,6.0,2666.66674804688,865000,0,1,0,0
4593526,1,1,1.0,2.0,0.0,56.0,224.0,4.0,3574.30981445312,930929.4375,1,1,0,0
4593526,1,3,1.0,2.0,0.0,29.0,224.0,7.0,10500.0,1858333.375,0,0,0,0
4593527,1,1,1.0,1.0,0.0,36.0,338.0,6.0,3797.7041015625,1020929.4375,0,1,1,0
4593528,1,1,1.0,1.0,0.0,42.0,209.0,1.0,3797.7041015625,931953,0,1,0,0
4593529,1,3,1.0,1.0,0.0,19.0,223.0,7.0,3797.7041015625,898619.6875,0,1,0,0
4593531,1,2,0.0,3.0,0.0,49.0,215.0,5.0,4000.0,6e+05,0,0,0,0
4593532,1,1,0.0,3.0,1.0,53.0,322.0,4.0,3888.88891601562,1e+06,0,0,0,0
4593532,1,2,1.0,3.0,0.0,39.0,322.0,7.0,18958.333984375,4007000,0,0,0,0
4593533,1,1,1.0,3.0,1.0,46.0,212.0,7.0,9545.4541015625,2068211,0,1,1,0
4593533,1,3,1.0,3.0,1.0,24.0,212.0,7.0,5656.5654296875,921544.3125,0,1,0,0
4593535,1,1,1.0,3.0,1.0,86.0,205.0,6.0,5833.33349609375,8e+05,0,0,0,0
4593536,1,2,1.0,3.0,1.0,25.0,272.0,6.0,5833.33349609375,1168544.375,0,1,0,0
4593539,1,1,1.0,2.0,1.0,33.0,257.0,6.0,5371.52783203125,1105000,0,1,0,0
4593541,1,1,1.0,3.0,0.0,29.0,243.0,7.0,19833.333984375,3525000,0,0,0,0
4593543,1,1,1.0,3.0,1.0,36.0,290.0,7.0,14583.3330078125,2500000,0,0,0,0
4593543,1,2,1.0,3.0,0.0,36.0,290.0,7.0,23333.333984375,4e+06,0,0,0,0
4593544,1,1,0.0,3.0,1.0,20.0,243.0,6.0,3500.0,9e+05,0,0,0,0
4593547,1,1,1.0,2.0,1.0,61.0,274.0,6.0,3797.7041015625,931953,0,1,0,0
4593547,1,2,1.0,2.0,0.0,56.0,274.0,4.0,3962.82177734375,961953,0,1,1,0
4593549,1,1,1.0,3.0,1.0,52.0,255.0,4.0,3888.88891601562,921544.3125,0,1,0,0
4593550,1,2,1.0,3.0,0.0,44.0,243.0,7.0,7777.77783203125,2e+06,0,0,0,0
4593551,1,3,0.0,2.0,1.0,22.0,261.0,6.0,3645.7958984375,781242,0,0,0,0
4593552,1,3,1.0,3.0,0.0,40.0,194.0,7.0,9236.111328125,1900000,0,0,0,0
4593553,1,1,1.0,3.0,1.0,36.0,290.0,7.0,41533.33203125,9641667,0,0,0,0
4593554,1,1,1.0,2.0,1.0,24.0,289.0,5.0,3797.7041015625,960929.4375,0,1,1,0
4593554,1,2,1.0,2.0,0.0,25.0,289.0,7.0,3797.7041015625,960929.4375,0,1,1,0
4593555,1,1,1.0,2.0,1.0,32.0,337.0,6.0,3797.7041015625,990929.4375,0,1,1,0
4593557,1,1,1.0,2.0,1.0,36.0,368.0,6.0,4010.41674804688,1048544.3125,0,1,1,0
4593557,1,2,1.0,2.0,0.0,32.0,368.0,6.0,4520.83349609375,1155711,0,1,1,0
4593559,1,1,1.0,3.0,0.0,46.0,207.0,6.0,9916.6669921875,1929877.625,0,1,0,0
4593560,1,1,1.0,2.0,1.0,65.0,257.0,5.0,3645.7958984375,930929.4375,0,1,0,0
4593560,1,2,1.0,2.0,0.0,63.0,257.0,5.0,3797.7041015625,930929.4375,0,1,0,0
4593561,1,1,0.0,2.0,0.0,24.0,219.0,7.0,4293.33349609375,368000,0,0,0,0
4593562,1,1,0.0,2.0,0.0,43.0,209.0,6.0,3645.83325195312,750000,0,0,0,0
4593562,1,2,1.0,2.0,1.0,22.0,209.0,7.0,3797.7041015625,869453,0,1,0,0
4593565,1,1,1.0,2.0,1.0,41.0,222.0,5.0,3797.7041015625,899453,0,1,1,0
4593566,1,1,0.0,2.0,0.0,38.0,144.0,6.0,2851.85180664062,440000,0,0,0,0
4593566,1,2,1.0,2.0,0.0,19.0,144.0,7.0,6416.66650390625,1271544.375,0,1,0,0
4593566,1,3,0.0,2.0,0.0,18.0,144.0,6.0,3111.11108398438,6e+05,0,0,0,0
4593566,1,5,1.0,2.0,1.0,45.0,144.0,6.0,2531.802734375,1331953,0,1,0,0
4593567,1,1,1.0,2.0,0.0,58.0,234.0,6.0,3797.7041015625,930929.4375,0,1,0,0
4593569,1,1,1.0,3.0,1.0,32.0,368.0,7.0,6319.4443359375,1447211,0,1,1,0
4593569,1,2,1.0,3.0,0.0,29.0,368.0,7.0,4861.111328125,1147211,0,1,1,0
4593572,1,1,1.0,2.0,1.0,38.0,255.0,6.0,5833.33349609375,1350211,0,1,1,0
4593573,1,1,1.0,1.0,0.0,21.0,376.0,6.0,3375.73706054688,989453,0,1,1,0
4593574,1,1,1.0,2.0,1.0,24.0,254.0,7.0,6319.4443359375,1554166.625,0,1,0,0
4593576,1,2,1.0,3.0,0.0,32.0,322.0,6.0,3797.7041015625,869453,0,1,0,0
4593577,1,1,1.0,2.0,1.0,28.0,255.0,6.0,7330.5556640625,1596211,0,1,0,0
4593578,1,1,1.0,2.0,1.0,39.0,222.0,5.0,3888.88891601562,833333.3125,0,1,0,0
4593579,1,1,1.0,3.0,1.0,44.0,243.0,6.0,8555.5556640625,1826666.625,0,0,0,0
4593579,1,2,1.0,3.0,0.0,39.0,243.0,6.0,3797.7041015625,955119.6875,0,1,1,0
4593586,1,1,0.0,3.0,1.0,44.0,255.0,6.0,3038.16333007812,781242,0,0,0,0
4593587,1,1,1.0,2.0,0.0,28.0,243.0,7.0,4131.9443359375,1054877.75,0,1,0,0
4593588,1,1,1.0,1.0,0.0,53.0,206.0,5.0,4131.9443359375,960000,0,1,0,0
4593588,1,3,0.0,1.0,1.0,26.0,206.0,6.0,3797.7041015625,781242,0,0,0,0
4593588,1,4,0.0,1.0,1.0,55.0,206.0,3.0,3797.7041015625,781242,0,0,0,0
4593589,1,1,1.0,3.0,0.0,34.0,240.0,7.0,20416.666015625,3500000,0,0,0,0
4593590,1,2,1.0,1.0,0.0,29.0,403.0,6.0,3797.7041015625,869453,0,1,1,0
4593591,1,6,1.0,2.0,1.0,24.0,312.0,6.0,1898.85205078125,869453,0,1,0,0
4593591,1,7,1.0,2.0,0.0,22.0,312.0,7.0,6510.35009765625,899453,0,1,1,0
4593594,1,5,0.0,2.0,1.0,26.0,295.0,5.0,2333.33325195312,4e+05,0,0,0,0
4593595,1,1,1.0,3.0,0.0,53.0,240.0,6.0,4433.33349609375,574877.625,0,1,0,0
4593597,1,1,1.0,3.0,0.0,59.0,231.0,6.0,3797.7041015625,906953,0,1,0,0
4593599,1,1,0.0,2.0,1.0,24.0,254.0,3.0,4666.66650390625,1200000,0,0,0,0
4593602,1,1,0.0,2.0,1.0,22.0,254.0,6.0,3422.22216796875,880000,0,0,0,0
4596226,1,1,1.0,4.0,1.0,40.0,322.0,7.0,7388.888671875,2018211,0,1,1,0
4597356,1,2,1.0,3.0,0.0,43.0,336.0,7.0,20222.22265625,5316666.5,0,0,0,0
4597356,1,5,1.0,3.0,0.0,29.0,336.0,7.0,8750.0,1950000,0,0,0,0
4597357,2,1,0.0,3.0,1.0,58.0,131.0,3.0,4083.33325195312,840000,0,0,0,0
4597357,2,2,0.0,3.0,0.0,54.0,131.0,4.0,2333.33325195312,480000,0,0,0,0
4597361,1,1,1.0,3.0,0.0,45.0,240.0,7.0,15555.5556640625,2166666.75,0,0,0,0
4597362,1,1,1.0,3.0,0.0,49.0,243.0,7.0,3806.25,936000,0,1,0,0
4597362,1,2,1.0,3.0,1.0,24.0,243.0,7.0,15847.22265625,3793333.5,0,0,0,0
4599034,1,1,1.0,2.0,1.0,42.0,289.0,5.0,9454.861328125,2350833.25,0,0,1,0
4599035,1,2,0.0,2.0,0.0,54.0,215.0,1.0,2121.21215820312,6e+05,0,0,0,0
4599036,1,1,0.0,2.0,0.0,50.0,357.0,4.0,3611.11108398438,1300000,0,0,0,0
4599036,1,3,1.0,2.0,0.0,28.0,357.0,6.0,5347.22216796875,1251666.625,0,1,1,0
4599037,1,1,1.0,2.0,1.0,39.0,292.0,5.0,4861.111328125,1143333.375,0,1,1,0
4599039,1,2,1.0,2.0,1.0,31.0,234.0,7.0,8750.0,1625000,0,0,0,0
4599041,1,3,1.0,2.0,0.0,27.0,278.0,6.0,4618.0556640625,992500,0,1,1,0
4599041,1,2,1.0,2.0,1.0,25.0,278.0,6.0,5653.47216796875,1163000,0,1,0,0
4599044,1,2,1.0,3.0,1.0,43.0,220.0,7.0,2531.802734375,930929.4375,1,1,0,0
4599044,1,1,0.0,3.0,0.0,42.0,220.0,4.0,3266.66674804688,350000,0,0,0,0
4599045,1,3,0.0,3.0,0.0,29.0,242.0,7.0,3888.88891601562,8e+05,0,0,0,0
4599047,1,1,0.0,2.0,1.0,37.0,447.0,3.0,5128.205078125,2e+06,0,0,0,0
4599048,1,4,0.0,2.0,0.0,32.0,289.0,5.0,2500.0,6e+05,0,0,0,0
4599048,1,2,0.0,2.0,0.0,20.0,289.0,5.0,5347.22216796875,1100000,0,0,0,0
4599049,1,1,0.0,3.0,0.0,40.0,256.0,6.0,3500.0,450000,0,0,0,0
4599049,2,1,1.0,3.0,0.0,20.0,256.0,7.0,1750.0,3e+05,0,0,0,0
4599051,1,2,1.0,2.0,0.0,33.0,290.0,7.0,7000.0,1300000,0,1,0,0
4599051,1,1,1.0,2.0,1.0,38.0,290.0,7.0,5833.33349609375,1113333.375,0,1,1,0
4599053,1,1,1.0,3.0,1.0,45.0,400.0,7.0,9722.22265625,2166666.75,0,0,0,0
4599054,1,2,1.0,4.0,1.0,65.0,205.0,7.0,16091.9541015625,4666667,1,0,0,0
4599057,1,1,1.0,2.0,1.0,40.0,177.0,6.0,3797.7041015625,990929.4375,0,1,1,0
4599057,1,2,1.0,2.0,0.0,40.0,177.0,7.0,5185.18505859375,1231544.375,0,1,1,0
4599058,1,1,1.0,3.0,1.0,49.0,232.0,5.0,4404.16650390625,994211,0,1,0,0
4599059,1,3,1.0,4.0,1.0,42.0,211.0,7.0,12152.77734375,2833333.5,0,0,0,0
4599061,1,1,1.0,2.0,0.0,37.0,176.0,4.0,3574.30981445312,990929.4375,0,1,1,0
4599061,1,2,0.0,2.0,0.0,19.0,176.0,7.0,3111.11108398438,120000,0,0,0,0
4599062,1,1,1.0,3.0,1.0,32.0,292.0,7.0,52370.37109375,10100000,0,0,0,0
4599062,1,2,1.0,3.0,0.0,31.0,292.0,7.0,18148.1484375,3662500,0,0,0,0
4599063,1,2,1.0,3.0,0.0,55.0,160.0,7.0,38888.890625,8066667,0,0,0,0
4599063,1,3,1.0,3.0,0.0,28.0,160.0,7.0,26250.0,4999999.5,0,0,0,0
4599063,1,1,0.0,3.0,1.0,65.0,160.0,7.0,8333.3330078125,1500000,0,0,0,0
4599064,1,1,0.0,2.0,1.0,52.0,255.0,4.0,5185.18505859375,1733333.375,0,0,0,0
4599065,1,1,1.0,4.0,1.0,58.0,220.0,7.0,58333.33203125,10333333,0,0,0,0
4599065,1,2,1.0,4.0,0.0,51.0,220.0,7.0,21466.666015625,4941667,0,0,0,0
4599065,1,3,1.0,4.0,1.0,25.0,220.0,7.0,7500.0,2700000,0,0,0,0
4599066,1,1,1.0,2.0,1.0,53.0,255.0,6.0,8263.888671875,1700000,0,0,0,0
4599067,1,2,1.0,3.0,0.0,53.0,170.0,7.0,19444.4453125,4333333.5,0,0,0,0
4599067,1,3,1.0,3.0,0.0,27.0,170.0,7.0,12152.77734375,2500000,0,1,0,0
4599070,1,1,1.0,2.0,1.0,27.0,289.0,6.0,5833.33349609375,1888211,0,1,0,0
4599070,1,2,1.0,2.0,0.0,36.0,289.0,7.0,7777.77783203125,1793333.375,0,1,1,0
4599072,1,2,1.0,3.0,0.0,48.0,246.0,6.0,4180.5556640625,1014877.6875,0,1,0,0
4599072,1,1,0.0,3.0,1.0,46.0,246.0,4.0,5185.18505859375,1e+06,0,0,0,0
4599073,1,2,1.0,3.0,0.0,42.0,268.0,7.0,39666.66796875,7212500,0,0,0,0
4599073,1,1,1.0,3.0,1.0,44.0,268.0,7.0,58333.33203125,1e+07,0,0,0,0
4599074,1,2,1.0,3.0,0.0,34.0,257.0,7.0,4666.66650390625,1200000,0,0,0,0
4599074,1,4,0.0,3.0,0.0,23.0,257.0,7.0,3314.36010742188,781242,0,0,0,0
4599075,1,1,1.0,3.0,1.0,49.0,212.0,6.0,9722.22265625,2125000,0,0,0,0
4599076,1,1,1.0,2.0,1.0,23.0,381.0,5.0,2916.66674804688,1015211,0,1,1,0
4599081,1,4,0.0,1.0,0.0,27.0,163.0,6.0,1944.44445800781,6e+05,0,0,0,0
4599083,1,4,0.0,1.0,1.0,60.0,126.0,6.0,4861.111328125,1e+06,0,0,0,0
4599084,1,6,0.0,3.0,0.0,34.0,234.0,7.0,2666.66674804688,8e+05,0,0,0,0
4599088,1,4,0.0,3.0,1.0,35.0,126.0,7.0,3038.16333007812,869453,0,1,0,0
4599088,1,5,0.0,3.0,0.0,36.0,126.0,7.0,3645.7958984375,781242,0,0,0,0
4599089,1,3,1.0,4.0,0.0,37.0,194.0,7.0,7583.33349609375,1300000,0,1,0,0
4599095,1,1,1.0,2.0,1.0,29.0,347.0,7.0,6319.4443359375,1330000,0,0,1,0
4599095,1,2,1.0,2.0,0.0,22.0,347.0,6.0,2566.66674804688,744044.3125,0,1,1,0
4599096,1,1,1.0,2.0,1.0,30.0,290.0,7.0,3797.7041015625,959929.4375,0,1,1,0
4599102,1,2,0.0,4.0,0.0,72.0,205.0,3.0,3797.7041015625,781242,0,0,0,0
4599104,1,1,1.0,2.0,1.0,58.0,181.0,1.0,3888.88891601562,888211,0,1,0,0
4599105,1,1,1.0,2.0,1.0,29.0,243.0,6.0,3797.7041015625,869453,0,1,0,0
4599105,1,2,1.0,2.0,0.0,25.0,243.0,7.0,4557.2451171875,904453,0,1,0,0
4599108,1,3,1.0,4.0,1.0,31.0,208.0,7.0,11180.5556640625,2491666.75,0,0,0,0
4599113,1,4,1.0,3.0,0.0,57.0,152.0,7.0,4131.9443359375,938211,0,1,0,0
4599114,1,5,0.0,3.0,1.0,32.0,252.0,4.0,4131.9443359375,850000,0,0,0,0
4599115,1,1,0.0,1.0,1.0,68.0,226.0,4.0,6751.47412109375,781242,0,0,0,0
4599116,1,3,1.0,4.0,1.0,26.0,208.0,7.0,3797.7041015625,869453,0,1,0,0
4599117,1,3,1.0,4.0,1.0,27.0,175.0,7.0,291666.65625,5e+06,0,0,0,0
4599117,1,2,1.0,4.0,1.0,63.0,175.0,7.0,13333.3330078125,1200000,0,0,0,0
4599118,1,1,1.0,2.0,0.0,30.0,231.0,5.0,3797.7041015625,990929.4375,0,1,1,0
4599118,1,5,0.0,2.0,1.0,38.0,231.0,6.0,4861.111328125,1471544.375,0,1,0,0
4599119,1,2,1.0,2.0,1.0,31.0,210.0,6.0,4861.111328125,1281544.375,0,1,1,0
4599119,1,3,1.0,2.0,0.0,24.0,210.0,6.0,3375.73706054688,931953,0,1,0,0
4599120,1,1,1.0,2.0,0.0,27.0,240.0,7.0,8166.66650390625,1588211,0,1,0,0
4599122,1,2,1.0,2.0,1.0,53.0,243.0,3.0,3797.7041015625,930929.4375,0,1,0,0
4599123,1,1,0.0,3.0,1.0,36.0,335.0,7.0,5515.1513671875,1390000,0,0,1,0
4599123,1,2,0.0,3.0,0.0,42.0,335.0,7.0,7583.33349609375,1300000,0,0,0,0
4599124,1,1,1.0,2.0,1.0,27.0,290.0,7.0,3797.7041015625,1159453,0,1,1,0
4599124,1,2,1.0,2.0,0.0,26.0,290.0,7.0,4131.9443359375,968211,0,1,1,0
4599125,1,3,1.0,3.0,0.0,29.0,208.0,7.0,17013.888671875,3645833.25,0,0,0,0
4599125,1,4,1.0,3.0,0.0,26.0,208.0,7.0,22916.666015625,5958333.5,0,0,0,0
4599126,1,1,1.0,3.0,0.0,50.0,177.0,7.0,9722.22265625,2166666.75,0,0,0,0
4599129,1,2,1.0,3.0,0.0,24.0,199.0,7.0,3797.7041015625,930929.4375,0,1,0,0
4599130,1,1,1.0,3.0,1.0,57.0,208.0,6.0,9722.22265625,2254877.75,0,1,0,0
4599132,1,3,1.0,3.0,0.0,30.0,158.0,7.0,14000.0,2029166.625,0,0,0,0
4599132,1,5,1.0,3.0,0.0,36.0,158.0,7.0,6125.0,2362500,0,0,0,0
4599133,1,2,1.0,3.0,1.0,31.0,374.0,7.0,3255.17504882812,928453,0,1,1,0
4599133,1,5,1.0,3.0,1.0,29.0,374.0,6.0,4083.33325195312,840000,0,0,0,0
4599134,1,2,1.0,3.0,0.0,39.0,265.0,7.0,7000.0,1500000,0,1,0,0
4599140,1,1,1.0,5.0,1.0,35.0,324.0,4.0,3799.4443359375,1036000,0,0,1,0
4599140,1,2,0.0,5.0,0.0,38.0,324.0,5.0,3791.66674804688,449000,0,0,1,0
4599141,1,1,1.0,2.0,1.0,33.0,243.0,7.0,7777.77783203125,1588211,0,1,0,0
4599141,1,2,1.0,2.0,0.0,28.0,243.0,7.0,11666.6669921875,3e+06,0,0,0,0
4599142,1,1,1.0,3.0,0.0,58.0,233.0,7.0,26444.4453125,4250000,0,0,0,0
4599143,1,3,1.0,2.0,1.0,21.0,208.0,7.0,7000.0,1388211,0,1,0,0
4599145,1,1,1.0,2.0,1.0,57.0,218.0,7.0,12152.77734375,2700000,0,0,0,0
4599146,1,4,1.0,2.0,0.0,23.0,160.0,7.0,7000.0,1288211,0,1,0,0
4599148,1,1,1.0,2.0,1.0,32.0,290.0,6.0,3797.7041015625,931786.3125,0,1,1,0
4599151,1,1,1.0,2.0,0.0,57.0,205.0,5.0,4763.888671875,1143211,0,1,0,0
4599152,1,1,1.0,3.0,1.0,51.0,290.0,7.0,7777.77783203125,2166666.75,0,0,0,0
4599153,1,3,0.0,2.0,0.0,23.0,203.0,7.0,4050.88452148438,781242,0,0,0,0
4599153,1,4,0.0,2.0,1.0,21.0,203.0,6.0,3111.11108398438,4e+05,0,0,0,0
4599154,1,1,1.0,2.0,1.0,29.0,322.0,6.0,9074.07421875,1530000,1,0,1,0
4599155,1,1,1.0,2.0,0.0,39.0,209.0,6.0,3797.7041015625,1128553,0,1,1,0
4599157,1,2,0.0,3.0,0.0,22.0,198.0,7.0,3888.88891601562,8e+05,0,0,0,0
4599159,1,4,1.0,2.0,1.0,25.0,249.0,6.0,6805.5556640625,1488211,0,1,0,0
4599163,1,2,1.0,3.0,0.0,30.0,219.0,7.0,3888.88891601562,954877.6875,0,1,0,0
4599164,1,1,1.0,2.0,1.0,32.0,368.0,4.0,4216.37451171875,1298044.375,0,1,1,0
4599165,1,2,1.0,3.0,0.0,49.0,223.0,7.0,6066.66650390625,1841666.625,0,1,0,0
4599166,1,2,0.0,2.0,0.0,38.0,400.0,6.0,4131.9443359375,850000,0,0,0,0
4599167,1,1,1.0,1.0,1.0,56.0,219.0,3.0,2531.802734375,960929.4375,0,1,1,0
4599169,1,1,0.0,3.0,0.0,40.0,209.0,4.0,5250.0,540000,0,0,0,0
4599169,1,2,0.0,3.0,0.0,20.0,209.0,7.0,4666.66650390625,240000,0,0,0,0
4599171,1,1,0.0,2.0,0.0,52.0,220.0,6.0,3797.7041015625,781242,0,0,0,0
4599171,1,3,0.0,2.0,1.0,27.0,220.0,6.0,4375.0,6e+05,0,0,0,0
4599172,1,2,1.0,2.0,1.0,37.0,243.0,7.0,3797.7041015625,936119.6875,0,1,0,0
4599172,1,1,1.0,2.0,0.0,34.0,243.0,7.0,11666.6669921875,2e+06,0,0,0,0
4599173,1,2,1.0,3.0,0.0,33.0,243.0,7.0,7777.77783203125,1600711,0,1,0,0
4599174,1,3,1.0,2.0,0.0,39.0,307.0,7.0,8166.66650390625,1920211,0,1,1,0
4599174,1,5,1.0,2.0,0.0,37.0,307.0,7.0,10795.5556640625,2254666.75,0,0,1,0
4599175,1,4,0.0,3.0,1.0,34.0,211.0,6.0,7466.66650390625,480000,0,0,0,0
4599176,1,1,1.0,3.0,1.0,65.0,185.0,5.0,5055.5556640625,1400000,0,1,0,0
4599176,1,4,1.0,3.0,1.0,30.0,185.0,6.0,3500.0,1058211,0,1,0,0
4599176,1,5,1.0,3.0,0.0,27.0,185.0,6.0,4229.16650390625,1116666.75,0,1,0,0
4599177,1,1,1.0,1.0,1.0,59.0,208.0,6.0,5444.4443359375,1512500,0,0,0,0
4599177,1,2,1.0,1.0,0.0,55.0,208.0,4.0,4557.2451171875,930929.4375,0,1,0,0
4599177,1,3,1.0,1.0,1.0,34.0,208.0,7.0,3797.7041015625,930929.4375,0,1,0,0
4599178,1,3,0.0,3.0,0.0,33.0,194.0,7.0,3402.77783203125,7e+05,0,0,0,0
4599179,1,1,1.0,5.0,1.0,61.0,205.0,4.0,3797.7041015625,827075.3125,0,0,0,0
4599179,1,2,1.0,5.0,0.0,56.0,205.0,4.0,3797.7041015625,827075.3125,0,0,0,0
4599181,1,1,0.0,2.0,1.0,18.0,300.0,6.0,3888.88891601562,9e+05,0,0,0,0
4599181,1,2,1.0,2.0,0.0,20.0,300.0,6.0,4050.88452148438,899453,0,1,1,0
4599183,1,1,1.0,1.0,1.0,34.0,292.0,4.0,5833.33349609375,1500000,0,0,0,0
4599183,1,2,0.0,1.0,0.0,34.0,292.0,7.0,3797.7041015625,781242,0,0,0,0
4599184,1,1,1.0,5.0,1.0,61.0,229.0,7.0,58333.33203125,1.2e+07,0,0,0,0
4599185,1,1,1.0,3.0,0.0,37.0,210.0,5.0,3797.7041015625,899453,0,1,1,0
4599186,1,1,0.0,2.0,1.0,53.0,255.0,6.0,3888.88891601562,7e+05,0,0,0,0
4599187,1,1,1.0,3.0,0.0,62.0,231.0,6.0,3500.0,6e+05,0,0,0,0
4599190,1,3,1.0,1.0,1.0,40.0,211.0,4.0,5444.4443359375,1120000,0,0,0,0
4599190,1,1,0.0,1.0,1.0,57.0,211.0,3.0,5444.4443359375,1120000,0,0,0,0
4599191,1,1,1.0,3.0,1.0,38.0,400.0,7.0,8306.6669921875,1983333.375,0,0,0,0
4599191,1,2,1.0,3.0,0.0,36.0,400.0,7.0,17013.888671875,3500000,0,0,0,0
4599192,1,1,1.0,3.0,0.0,35.0,243.0,7.0,10694.4443359375,2350000,0,0,0,0
4599192,1,2,1.0,3.0,1.0,36.0,243.0,7.0,25362.318359375,5625000,0,0,0,0
4599193,1,1,1.0,2.0,1.0,49.0,289.0,6.0,3038.16333007812,919453,0,1,0,0
4599194,1,2,0.0,2.0,0.0,42.0,217.0,4.0,5333.33349609375,320000,0,0,0,0
4599194,1,4,1.0,2.0,1.0,19.0,217.0,6.0,3797.7041015625,889453,0,1,0,0
4599194,1,3,1.0,2.0,1.0,22.0,217.0,6.0,4618.0556640625,1109044.375,0,1,0,0
4599195,1,1,1.0,2.0,1.0,53.0,223.0,7.0,3797.7041015625,930929.4375,0,1,0,0
4599195,1,2,0.0,2.0,0.0,51.0,223.0,5.0,1750.0,90000,0,0,0,0
4599196,1,1,1.0,3.0,0.0,63.0,231.0,6.0,17500.0,3375000,0,0,0,0
4599197,1,1,1.0,3.0,1.0,37.0,234.0,7.0,8750.0,2038211,0,1,0,0
4599198,1,1,1.0,5.0,1.0,48.0,322.0,3.0,3797.7041015625,842908.6875,0,0,0,0
4599200,1,1,1.0,2.0,0.0,77.0,219.0,6.0,3797.7041015625,930929.4375,0,1,0,0
